Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [g/km],Emissions HC [g/km],Emissions NOx [g/km],Emissions HC+NOx [g/km],Emissions Particulates [g/km],
CHEVROLET,Aveo,1.2 S 3 door Hatchback (with a/c),M5,1206,Petrol,7.2,4.6,5.5,39.2,61.4,51.4,132,1412,4,70.1,0.680,0.060,0.010,,,
CHEVROLET,Aveo,1.2 S 3 door Hatchback (without a/c),M5,1206,Petrol,7.2,4.6,5.5,39.2,61.4,51.4,132,1412,4,70.1,0.680,0.060,0.010,,,
CHEVROLET,Aveo,1.2 S 5 door Hatchback (without a/c),M5,1206,Petrol,7.2,4.6,5.5,39.2,61.4,51.4,132,1412,4,70.1,0.680,0.060,0.010,,,
CHEVROLET,Aveo,1.2 LS 3 door Hatchback,5MT,1206,Petrol,7.2,4.6,5.5,39.2,61.4,51.4,132,1412,4,70.1,0.680,0.060,0.010,,,
CHEVROLET,Aveo,1.2 LS 5 door Hatchback,M5,1206,Petrol,7.2,4.6,5.5,39.2,61.4,51.4,132,1412,4,70.1,0.680,0.060,0.010,,,
CHEVROLET,Aveo,1.4 LT 5 door Hatchback,M5,1399,Petrol,7.9,4.7,5.9,35.8,60.1,47.9,140,1515,4,70.8,0.670,0.080,0.020,,,
CHEVROLET,Aveo,1.4 LT Auto 5 door Hatchback,A4,1399,Petrol,8.6,5.1,6.4,32.8,55.4,44.1,152,1645,4,70.0,0.490,0.060,0.020,,,
CHEVROLET,Captiva ,2.4 LS 2WD 5 seats,M5,2405,Petrol,12.0,7.1,8.9,23.5,39.8,31.7,217,2289,4,73.9,0.200,0.020,0.010,,,
CHEVROLET,Captiva ,2.0 VCDi LS  2WD 5 seats,M5,1991,Diesel,8.8,6.2,7.2,32.1,45.6,39.2,191,1934,4,72.9,0.080,,0.220,0.250,0.002,
CHEVROLET,Captiva ,2.0 VCDi LT 4WD 5 seats,M5,1991,Diesel,8.8,6.8,7.6,32.1,41.5,37.1,197,2044,4,74.0,0.150,,0.250,0.280,0.004,
CHEVROLET,Captiva ,2.0 VCDi LT 4WD 7 seats,M5,1991,Diesel,8.8,6.8,7.6,32.1,41.5,37.1,197,2044,4,74.0,0.150,,0.250,0.280,0.004,
CHEVROLET,Captiva ,2.0 VCDi LT 4WD 7 seats,A5,1991,Diesel,10.7,7.3,8.6,26.4,38.7,32.8,225,2312,4,74.7,0.080,,0.300,0.320,0.002,
CHEVROLET,Captiva ,2.0 VCDi LTZ 4WD 7 seats,M5,1991,Diesel,8.8,6.8,7.6,32.1,41.5,37.1,197,2044,4,74.0,0.150,,0.250,0.280,0.004,
CHEVROLET,Captiva ,2.0 VCDi LTZ 4WD 7 seats,A5,1991,Diesel,10.7,7.3,8.6,26.4,38.7,32.8,225,2312,4,74.7,0.080,,0.300,0.320,0.002,
CHEVROLET,Cruze,2.0 VCDi S (125PS) 4 door Saloon (with a/c),M5,1991,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,145,1475,4,70.9,0.230,,0.150,0.220,0.004,
CHEVROLET,Cruze,2.0 VCDi LS (125PS) 4 door Saloon (with a/c),M5,1991,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,145,1475,4,70.9,0.230,,0.150,0.220,0.004,
CHEVROLET,Cruze,2.0 VCDi LT (150PS) 4 door Saloon (with a/c),M5,1991,Diesel,7.0,4.8,5.6,40.4,58.9,50.4,149,1505,4,70.3,0.130,,0.170,0.200,0.002,
CHEVROLET,Cruze,2.0 VCDi LT (150PS) 4 door Saloon (with a/c),A6,1991,Diesel,8.6,5.5,6.7,32.8,51.4,42.1,177,1801,4,69.0,0.090,,0.190,0.230,0.002,
CHEVROLET,Lacetti,1.4 SE 5 door Hatchback (with a/c),M5,1399,Petrol,9.8,5.7,7.2,28.8,49.5,39.2,165,1851,4,68.6,0.540,0.050,0.020,,,
CHEVROLET,Lacetti,1.4 SE 5 door Hatchback (without a/c),M5,1399,Petrol,9.8,5.7,7.2,28.8,49.5,39.2,165,1851,4,68.6,0.540,0.050,0.020,,,
CHEVROLET,Lacetti,1.6 SX 5 door Hatchback,M5,1598,Petrol,9.2,5.9,7.1,30.7,47.8,39.7,178,1828,4,71.2,0.500,0.040,0.010,,,
CHEVROLET,Lacetti,1.6 SX Auto 5 door Hatchback,A4,1598,Petrol,11.4,6.1,8.1,24.7,46.3,34.9,195,2079,4,69.2,0.240,0.050,0.020,,,
CHEVROLET,Lacetti,1.6 SX Station Wagon,M5,1598,Petrol,10.1,6.4,7.8,27.9,44.1,36.2,181,2004,4,71.2,0.440,0.060,0.020,,,
CHEVROLET,Lacetti,1.8 CDX 4 door Saloon,M5,1796,Petrol,9.9,5.9,7.4,28.5,47.8,38.1,183,1904,4,71.7,0.730,0.050,0.020,,,
CHEVROLET,Lacetti,1.8 SX Auto Station Wagon,A4,1796,Petrol,12.2,6.8,8.8,23.2,41.5,32.1,210,2260,4,68.1,0.340,0.040,0.010,,,
CHEVROLET,Lacetti,1.8 Sport 5 door Hatchback,M5,1796,Petrol,9.9,5.9,7.4,28.5,47.8,38.1,183,1904,4,71.7,0.730,0.050,0.020,,,
CHRYSLER JEEP,"Chrysler Grand Voyager, MY 2010",3.8,A6,3778,Petrol,18.3,8.8,12.3,15.4,32.1,23.0,294,3155,4,73.0,0.624,0.046,0.011,,,
CHRYSLER JEEP,"Chrysler Grand Voyager, MY 2011",2.8 CRD,A6,2777,Diesel,11.0,7.0,8.4,25.7,40.4,33.6,222,2257,4,73.0,0.024,,0.288,0.299,0.053,
CITROEN,C1,1.0i PMCFAC,M5,998,Petrol,5.5,3.9,4.5,51.4,72.4,62.8,106,1155,4,70.0,0.370,0.050,0.010,,,
CITROEN,C1,1.0i PNCFAC,M5,998,Petrol,5.5,4.0,4.6,51.4,70.6,61.4,106,1182,4,70.0,0.378,0.034,0.016,,,
CITROEN,C3,1.6HDi 90hp,M5,1560,Diesel,5.3,3.7,4.3,53.3,76.3,65.7,110,1154,4,74.6,0.376,,0.220,0.237,0.016,
CITROEN,C3,1.6HDi 92hp,M5,1560,Diesel,5.4,3.7,4.3,52.3,76.3,65.7,113,1154,4,74.6,0.376,,0.220,0.237,0.016,
CITROEN,C3 Picasso,1.4 VTi 95hp SH8FSC,M5,1397,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,159,1774,4,74.0,0.205,0.074,0.041,,,
CITROEN,C3 Picasso,1.4 VTi 95hp SH8FSC/1,M5,1397,Petrol,9.1,5.5,6.7,31.0,51.4,42.2,155,1719,4,74.0,0.205,0.074,0.041,,,
CITROEN,C3 Picasso,1.6HDi 90hp,M5,1560,Diesel,5.6,4.0,4.5,50.4,70.6,62.8,119,1207,4,73.8,0.145,,0.198,0.212,0.020,
CITROEN,C3 Picasso,1.6HDi 110hp,M5,1560,Diesel,6.4,4.1,4.9,44.1,68.9,57.6,130,1316,4,74.2,0.171,,0.245,0.269,0.002,
CITROEN,C4 Picasso,1.6 VTi 120hp,M5,1598,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,174,1899,4,73.8,0.685,0.084,0.059,,,
CITROEN,C4 Picasso,1.6HDi,M5,1560,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1475,4,74.2,0.037,,0.240,0.258,0.004,
CITROEN,C4 Picasso,1.6HDi EGS,A6,1560,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,140,1423,4,72.5,0.341,,0.236,0.267,0.004,
CITROEN,C4 Picasso,2.0HDi EGS,A6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,155,1583,4,72.1,0.170,,0.235,0.256,0.001,
CITROEN,Grand C4 Picasso,1.6 VTi 120hp,M5,1598,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,174,1899,4,73.8,0.685,0.084,0.059,,,
CITROEN,Grand C4 Picasso,1.6 THP 150hp EGS,A6,1598,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,173,1875,4,73.0,0.287,0.030,0.018,,,
CITROEN,Grand C4 Picasso,1.6HDi,M5,1560,Diesel,6.9,4.7,5.5,40.9,60.1,51.4,145,1475,4,74.2,0.037,,0.240,0.258,0.004,
CITROEN,Grand C4 Picasso,1.6HDi EGS,A6,1560,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,140,1423,4,72.5,0.341,,0.236,0.267,0.004,
CITROEN,Grand C4 Picasso,2.0HDi EGS,A6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,155,1583,4,72.1,0.170,,0.235,0.256,0.001,
CITROEN,C-Crosser,2.2HDi 7 seat Auto DCS,A6,2179,Diesel,9.3,6.1,7.3,30.4,46.3,38.7,192,1959,4,72.0,0.124,,0.207,0.221,0.001,
CITROEN,Nemo Multispace,1.4i,M5,1360,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,157,1719,4,70.0,0.416,0.028,0.025,,,
CITROEN,Nemo Multispace,1.4 HDi,M5,1399,Diesel,5.7,3.8,4.5,49.6,74.3,52.8,119,1436,4,71.0,0.143,,0.213,0.227,0.017,
CITROEN,Nemo Multispace,1.4 HDi SensoDrive,A5,1399,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,119,1207,4,73.0,0.090,,0.206,0.222,0.021,
CITROEN,Berlingo Multispace,1.6 HDi 75hp,M5,1560,Diesel,7.0,5.0,5.7,40.4,56.5,49.6,150,1529,4,72.1,0.121,,0.188,0.204,0.022,
CITROEN,Berlingo Multispace,1.6 HDi 90hp,M5,1560,Diesel,7.0,5.0,5.7,40.4,56.5,49.6,150,1529,4,73.7,0.132,,0.201,0.222,0.024,
CITROEN,Berlingo Multispace,1.6 HDi 110hp,M5,1560,Diesel,6.8,4.9,5.6,41.5,57.6,50.4,147,1505,4,73.5,0.111,,0.202,0.226,0.002,
CITROEN,Dispatch Combi,90 L1H1 6,M5,1560,Diesel,8.4,6.6,7.2,33.6,42.8,39.2,191,1934,4,74.4,0.111,,0.325,0.350,0.037,
CITROEN,Dispatch Combi,90 L2H1 6,M5,1560,Diesel,8.4,6.6,7.2,33.6,42.8,39.2,191,1934,4,74.4,0.111,,0.325,0.350,0.037,
CITROEN,Dispatch Combi,120 L1H1 6,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.5,38.7,194,1959,4,74.9,0.438,,0.282,0.319,0.053,
CITROEN,Dispatch Combi,120 L2H1 6,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.5,38.7,194,1959,4,74.9,0.438,,0.282,0.319,0.053,
CITROEN,Dispatch Combi,SX 120 L1H1 9,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.5,38.7,194,1959,4,74.9,0.438,,0.282,0.319,0.053,
CITROEN,Dispatch Combi,SX 120 L2H1 9,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.5,38.7,194,1959,4,74.9,0.438,,0.282,0.319,0.053,
CITROEN,Dispatch Combi,SX 136 L2H1 9,M6,1997,Diesel,8.8,6.5,7.3,32.1,43.5,38.7,194,1959,4,73.8,0.062,,0.334,0.348,0.002,
FIAT,Multipla,1.9 MultiJet 120,M5,1910,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1663,4,73.5,0.068,,0.218,0.234,0.006,
FIAT,Doblo,1.4 Low Roof,M5,1368,Petrol,9.2,6.3,7.4,30.7,44.8,38.2,174,1899,4,73.0,0.349,0.030,0.049,,,
FIAT,Doblo,1.4 High Roof,M5,1368,Petrol,9.4,6.5,7.6,30.1,43.5,37.2,178,1950,4,73.0,0.349,0.030,0.049,,,
FIAT,Doblo,1.9 MultiJet (120 bhp) Low Roof,M5,1910,Diesel,7.5,5.2,6.1,37.7,54.3,46.3,160,1638,4,72.5,0.145,,0.211,0.236,0.003,
FIAT,Doblo,1.9 MultiJet (120 bhp) High Roof,M5,1910,Diesel,7.7,5.3,6.2,36.7,53.3,45.6,163,1663,4,72.5,0.145,,0.211,0.236,0.003,
FIAT,Scudo,Combi 1.6 MultiJet 90,M5,1560,Diesel,8.1,6.6,7.2,34.9,42.8,39.2,189,1934,4,74.4,0.250,,0.326,0.356,0.035,
FIAT,Scudo,Combi and Panorama 2.0 MultiJet 120,M6,1997,Diesel,8.7,6.4,7.2,32.5,44.1,39.2,189,1934,4,74.9,0.438,,0.282,0.319,0.053,
FIAT,Ducato,Combi 2.3 MultiJet 120 short wheelbase,M6,2287,Diesel,8.3,6.5,7.2,34.0,43.5,39.2,190,1934,4,72.0,0.091,,0.352,0.396,0.053,
FIAT,Ducato,Combi 2.3 MultiJet 120 medium wheelbase High Roof,M6,2287,Diesel,8.8,6.8,7.5,32.1,41.5,37.7,199,2011,4,72.0,0.091,,0.352,0.396,0.053,
FORD,"Ka, Model Year - Pre 2011",1.2 Duratec (69PS),M5,1242,Petrol,6.3,4.4,5.1,44.8,64.2,55.4,119,1310,4,72.0,0.150,0.038,0.010,,,
FORD,"Ka, Model Year - Pre 2011",1.3 Duratorq (75PS),M5,1248,Diesel,5.2,3.7,4.2,54.3,76.3,67.3,112,1127,4,71.5,0.125,,0.187,0.211,0.024,
FORD,"Ka, Model Year - Post 2011",1.3 Duratorq (75PS),M5,1248,Diesel,5.2,3.7,4.2,54.3,76.3,67.3,112,1127,4,71.5,0.125,,0.187,0.211,0.024,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.25 Duratec (60PS),M5,1242,Petrol,7.3,4.3,5.4,38.7,65.7,52.3,128,1387,4,71.0,0.519,0.084,0.027,,,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.25 Duratec (82PS),M5,1242,Petrol,7.5,4.6,5.7,37.7,61.4,49.6,133,1463,4,72.0,0.519,0.084,0.027,,,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.4 Duratec (96PS),M5,1388,Petrol,7.5,4.6,5.7,37.7,61.4,49.6,133,1463,4,71.0,0.353,0.090,0.058,,,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.4 Duratec (96PS),A4,1388,Petrol,8.9,5.1,6.5,31.7,55.4,43.5,154,1668,4,69.0,0.296,0.072,0.048,,,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.6 Duratec TI-VCT (120PS),M5,1596,Petrol,7.9,4.7,5.9,35.8,60.1,47.9,139,1515,4,72.0,0.334,0.069,0.016,,,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.4 Duratorq TDCi (68PS),M5,1399,Diesel,5.3,3.5,4.2,53.3,80.7,67.3,110,1127,4,70.0,0.117,,0.201,0.215,0.018,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.2,3.6,4.2,54.3,78.5,67.3,110,1127,4,71.0,0.141,,0.225,0.255,0.023,
FORD,"Fiesta, Model Year Pre 2010¼ ",1.6 Duratorq TDCi (90PS) (+DPF) (ECO),M5,1560,Diesel,4.6,3.2,3.7,61.4,88.3,76.3,98,994,4,69.0,0.155,,0.217,0.231,0.000,
FORD,"Fiesta, Model Year Post 2010¼ ",1.4 Duratorq TDCi (68PS),M5,1399,Diesel,5.3,3.5,4.2,53.3,80.7,67.3,110,1127,4,70.0,0.117,,0.201,0.215,0.018,
FORD,"Fiesta, Model Year Post 2010¼ ",1.6 Duratorq TDCi (90PS) (+DPF) (ECO),M5,1560,Diesel,4.6,3.2,3.7,61.4,88.3,76.3,98,994,4,69.0,0.155,,0.217,0.231,0.000,
FORD,"Fusion, Model Year Pre 2011",1.4 Duratec (80PS),M5,1388,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,154,1668,4,71.0,0.311,0.044,0.053,,,
FORD,"Fusion, Model Year Pre 2011",1.4 Duratec (80PS),ASM  ,1388,Petrol,8.5,5.0,6.3,33.2,56.5,44.8,149,1620,4,71.0,0.245,0.044,0.065,,,
FORD,"Fusion, Model Year Pre 2011",1.6 Duratec (100PS),M5,1596,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,157,1695,4,71.0,0.226,0.059,0.060,,,
FORD,"Fusion, Model Year Pre 2011",1.6 Duratec (100PS),A4,1596,Petrol,10.2,6.0,7.5,27.7,47.1,37.7,179,1925,4,70.0,0.489,0.075,0.062,,,
FORD,"Fusion, Model Year Pre 2011",1.4 Duratorq TDCi (68PS),M5,1399,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,120,1207,4,71.0,0.053,,0.201,0.261,0.019,
FORD,"Fusion, Model Year Pre 2011",1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,119,1207,4,71.0,0.173,,0.192,0.207,0.020,
FORD,"Focus Coupé-Cabriolet, Model Year Post 2007",1.6 Duratec (100PS),M5,1596,Petrol,9.4,5.8,7.1,30.1,48.7,39.8,169,1823,4,71.0,0.547,0.072,0.050,,,
FORD,"Focus Coupé-Cabriolet, Model Year Post 2007",2.0 Duratec (145PS),M5,1999,Petrol,10.6,5.7,7.5,26.6,49.6,37.7,179,1925,4,74.0,0.501,0.084,0.040,,,
FORD,"Focus Coupé-Cabriolet, Model Year Post 2007",2.0 Duratec (145PS),A4,1999,Petrol,11.8,6.3,8.3,23.9,44.8,34.0,199,2134,4,71.0,0.509,0.087,0.061,,,
FORD,"Focus Coupé-Cabriolet, Model Year Post 2007",2.0 Duratorq TDCi (136PS) (+DPF),M6,1997,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,156,1583,4,72.0,0.056,,0.208,0.220,0.003,
FORD,"Focus, Model Year Pre 2010¼",1.4 Duratec (80PS) 3/5 Door Saloon,M5,1388,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,155,1668,4,72.0,0.517,0.090,0.038,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec (100PS) 3/4/5 Door Saloon ,M5,1596,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,1719,4,71.0,0.547,0.072,0.050,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec (100PS) Estate,M5,1596,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,1719,4,71.0,0.547,0.072,0.050,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec (100PS) 3 Door Saloon,A4,1596,Petrol,10.3,5.8,7.5,27.4,48.7,37.7,179,1925,4,70.0,0.250,0.071,0.060,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec (100PS) 4/5 Door Saloon,A4,1596,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,184,1977,4,70.0,0.250,0.071,0.060,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec (100PS) Estate,A4,1596,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,184,1977,4,70.0,0.250,0.071,0.060,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec Ti-VCT (115PS) 3/5 Door Saloon,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1695,4,71.0,0.580,0.078,0.031,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratec Ti-VCT (115PS) Estate,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1695,4,71.0,0.580,0.078,0.031,,,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratec (125PS) 3/5 Door Saloon,M5,1798,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,167,1796,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratec (125PS) Estate,M5,1798,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,167,1796,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratec Flexi-Fuel (125PS) 5 Door Saloon,M5,1798,Petrol / E85 (Flex Fuel),9.5,5.6,7.0,29.7,50.4,40.4,167,1040,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratec Flexi-Fuel (125PS) Estate,M5,1798,Petrol / E85 (Flex Fuel),9.5,5.6,7.0,29.7,50.4,40.4,167,1040,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratec (145PS) 3/4/5 Door Saloon,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,169,1823,4,71.0,0.501,0.084,0.040,,,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratec (145PS) Estate,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,169,1823,4,71.0,0.501,0.084,0.040,,,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratec (145PS) 3/4/5 Door Saloon,A4,1999,Petrol,11.2,6.1,8.0,25.2,46.3,35.3,189,2055,4,71.0,0.509,0.087,0.061,,,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratec (145PS) Estate,A4,1999,Petrol,11.2,6.1,8.0,25.2,46.3,35.3,189,2055,4,71.0,0.509,0.087,0.061,,,
FORD,"Focus, Model Year Pre 2010¼",2.5 Duratec ST (225PS) 3/5 Door Saloon,M6,2521,Petrol,13.8,6.8,9.3,20.5,41.5,30.4,224,2387,4,74.0,0.456,0.066,0.030,,,
FORD,"Focus, Model Year Pre 2010¼",2.5 Duratec RS (305PS) 3 Door Saloon,M6,2521,Petrol,13.4,7.0,9.4,21.1,40.4,30.1,225,2410,4,75.0,0.508,0.094,0.062,,,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (90PS) 3/5 Door Saloon,M5,1560,Diesel,5.6,3.8,4.5,50.4,74.3,62.8,118,1207,4,71.0,0.178,,0.205,0.221,0.019,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (90PS) Estate,M5,1560,Diesel,5.6,3.8,4.5,50.4,74.3,62.8,118,1207,4,71.0,0.178,,0.205,0.221,0.019,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (90PS) 3/5 Door Saloon (ECO),M5,1560,Diesel,5.5,3.6,4.3,51.4,78.5,65.7,114,1154,4,71.0,0.204,,0.156,0.179,0.016,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (90PS) Estate (ECO),M5,1560,Diesel,5.5,3.6,4.3,51.4,78.5,65.7,114,1154,4,71.0,0.204,,0.156,0.179,0.016,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (109PS) 3/4/5 Door Saloon (+DPF),M5,1560,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,1207,4,70.0,0.186,,0.188,0.208,0.002,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (109PS) Estate (+DPF),M5,1560,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,1207,4,70.0,0.186,,0.188,0.208,0.002,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (ECO +DPF),M5,1560,Diesel,5.6,3.6,4.3,50.4,78.5,65.7,115,1154,4,70.0,0.018,,0.210,0.219,0.000,
FORD,"Focus, Model Year Pre 2010¼",1.6 Duratorq TDCi (109PS) Estate (ECO +DPF),M5,1560,Diesel,5.6,3.6,4.3,50.4,78.5,65.7,115,1154,4,70.0,0.018,,0.210,0.219,0.000,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratorq TDCi (115PS) 3/5 Door Saloon,M5,1753,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,137,1396,4,71.0,0.346,,0.246,0.290,0.012,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratorq TDCi (115PS) 4 Door Saloon,M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1423,4,71.0,0.346,,0.246,0.290,0.012,
FORD,"Focus, Model Year Pre 2010¼",1.8 Duratorq TDCi (115PS) Estate,M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1423,4,71.0,0.346,,0.246,0.290,0.012,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq (110PS) 3/4/5 Door Saloon (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1557,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq (110PS) Estate (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1557,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) 3/5 Door Saloon,M6,1997,Diesel,7.0,4.5,5.5,40.4,62.8,51.4,144,1475,4,72.0,0.257,,0.140,0.167,0.020,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) 4 Door Saloon,M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1505,4,72.0,0.257,,0.140,0.167,0.020,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) Estate,M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1505,4,72.0,0.257,,0.140,0.167,0.020,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) 3/5 Door Saloon (+DPF),M6,1997,Diesel,7.0,4.5,5.5,40.4,62.8,51.4,144,1475,4,72.0,0.056,,0.208,0.220,0.003,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) 4 Door Saloon (+DPF),M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1505,4,72.0,0.056,,0.208,0.220,0.003,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) Estate (+DPF),M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1505,4,72.0,0.056,,0.208,0.220,0.003,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) 3/4/5 Door Saloon (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1557,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus, Model Year Pre 2010¼",2.0 Duratorq TDCi (136PS) Estate (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1557,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec (100PS) 3/5 Door Saloon,M5,1596,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,1719,4,71.0,0.547,0.072,0.050,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec (100PS) Estate,M5,1596,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,1719,4,71.0,0.547,0.072,0.050,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec (100PS) 3 Door Saloon,A4,1596,Petrol,10.3,5.8,7.5,27.4,48.7,37.7,179,1925,4,70.0,0.250,0.071,0.060,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec (100PS) 5 Door Saloon,A4,1596,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,184,1977,4,70.0,0.250,0.071,0.060,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec (100PS) Estate,A4,1596,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,184,1977,4,70.0,0.250,0.071,0.060,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec Ti-VCT (115PS) 3/5 Door Saloon,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1695,4,71.0,0.580,0.078,0.031,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratec Ti-VCT (115PS) Estate,M5,1596,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,157,1695,4,71.0,0.580,0.078,0.031,,,
